960373347	934877413	598
961393096	962456381	370
930930597	967705618	167
934863725	919169253	61
963970864	914917941	400
963970864	+351234872325	530
939999868	932506907	465
961393096	965411417	319
934863725	919530258	170
962613058	910898341	159
960373347	939747620	557
961393096	228628637	115
934863725	228628637	221
962613058	938078294	529
961393096	962402153	172
934863725	919530258	105
919274650	969614202	532
913862602	919530258	66
930930597	967705618	285
961393096	962456381	565
913862602	910898341	408
963970864	934877413	335
914293467	919021596	261
939999868	919169253	66
934863725	939460329	71
962613058	914917941	299
961393096	960191430	420
962613058	910898341	46
961393096	919530258	139
914293467	934192590	292
914293467	962402153	571
961393096	916747594	364
934863725	228628637	31
961393096	939747620	327
960373347	910898341	104
963970864	910898341	349
934863725	939460329	384
913862602	934877413	62
914293467	231233053	292
934863725	919530258	32
960373347	228628637	32
961393096	960191430	240
934863725	939747620	158
934863725	228628637	599
963970864	969565271	280
913862602	914917941	563
962613058	969614202	342
919274650	938078294	141
934863725	965411417	13
960373347	+1555234812	235
960373347	969614202	159
960373347	919530258	183
919274650	969565271	32
930930597	+351234872325	556
939999868	969614202	11
963970864	934877413	257
960373347	938078294	383
939999868	916747594	197
962613058	963865883	335
962613058	918114879	325
913862602	932106163	449
919274650	237395357	67
930930597	919021596	133
930930597	916747594	67
939999868	962456381	185
939999868	932935286	581
960373347	271055066	393
930930597	934877413	595
960373347	934877413	39
934863725	938078294	206
960373347	969565271	516
962613058	939747620	394
961393096	938078294	66
963970864	934877413	282
913862602	932106163	429
934863725	914917941	176
919274650	932506907	76
960373347	939460329	460
960373347	228628637	259
963970864	939460329	76
919274650	+81728423983	133
913862602	+81728423983	580
961393096	960191430	389
960373347	919530258	182
919274650	231233053	504
963970864	919169253	156
919274650	960703223	585
934863725	919021596	363
914293467	932506907	276
930930597	960191430	49
962613058	938078294	596
960373347	967705618	556
961393096	918114879	585
939999868	919169253	207
962613058	967705618	78
930930597	932106163	372
961393096	967705618	461
961393096	+81728423983	128
934863725	919021596	556
961393096	916747594	575
960373347	919530258	379
961393096	932935286	475
962613058	231233053	46
962613058	932935286	348
963970864	938078294	451
913862602	932935286	173
962613058	939747620	281
939999868	228628637	238
962613058	932935286	497
930930597	932506907	104
939999868	+81728423983	325
914293467	960703223	84
960373347	965411417	550
963970864	918114879	300
930930597	934877413	108
919274650	960703223	466
930930597	962456381	320
963970864	969565271	244
934863725	960703223	592
914293467	963865883	427
934863725	+1555234812	390
960373347	910898341	466
963970864	231233053	599
960373347	969565271	165
934863725	962402153	559
939999868	934877413	48
919274650	934192590	195
961393096	+351234872325	249
914293467	934877413	329
914293467	969614202	380
960373347	+351234872325	366
939999868	960703223	56
919274650	910898341	514
914293467	932506907	577
939999868	910898341	581
934863725	916747594	368
939999868	962402153	99
961393096	967705618	44
914293467	939747620	431
962613058	962456381	547
919274650	919169253	485
960373347	916747594	560
963970864	+31765214531	246
961393096	934192590	81
961393096	914917941	355
962613058	969614202	566
919274650	962402153	571
939999868	967705618	78
939999868	938078294	521
914293467	231233053	83
913862602	919021596	379
960373347	932506907	589
961393096	963865883	570
914293467	962456381	309
919274650	914917941	562
960373347	910898341	75
961393096	967705618	87
961393096	+1555234812	181
960373347	228628637	597
962613058	910898341	453
960373347	+31765214531	118
939999868	965411417	550
934863725	914917941	592
934863725	+1555234812	149
960373347	938078294	386
961393096	+31765214531	76
960373347	960703223	175
963970864	918114879	171
919274650	932106163	97
919274650	939460329	375
963970864	271055066	341
914293467	934877413	469
913862602	919021596	111
913862602	967705618	100
919274650	914917941	507
960373347	932106163	477
963970864	237395357	565
919274650	967705618	130
930930597	271055066	441
962613058	910898341	209
919274650	271055066	106
960373347	919530258	499
930930597	271055066	168
961393096	962456381	272
963970864	+81728423983	511
961393096	969614202	234
963970864	965411417	57
914293467	938078294	465
913862602	932106163	585
960373347	919021596	214
963970864	939747620	392
939999868	932106163	305
960373347	938078294	498
962613058	939460329	33
963970864	932106163	209
914293467	932106163	583
913862602	932935286	211
960373347	939747620	111
934863725	962456381	561
939999868	932935286	56
